file_name,score
image0000088A.tif,4.0
image0000086A.tif,3.8461538461538463
image0000078A.tif,5.6000000000000005
image0000058A.tif,8.108108108108109
image0000054A.tif,8.16326530612245
image0000051A.tif,20.0
image0000050A.tif,19.480519480519483
image0000049A.tif,11.11111111111111
image0000048A.tif,30.18867924528302
image0000047A.tif,19.047619047619047
image0000046A.tif,7.954545454545454
image0000040A.tif,13.333333333333334
image0000029A.tif,26.0
image0000028A.tif,0.0
image0000027A.tif,11.494252873563218
image0000024A.tif,11.627906976744185
image0000023A.tif,7.954545454545454
image0000022A.tif,14.583333333333334
image0000021A.tif,17.647058823529413
image0000019A.tif,17.77777777777778
image0000017A.tif,17.46031746031746
image0000015A.tif,14.705882352941178
image0000013A.tif,47.05882352941176
